Time(s),Load(N),Disp(mm)
1463719.766,400.002,0.8632
1465221.018,400.020,0.8640
1466722.269,399.934,0.8648
1468223.520,400.022,0.8657
1469724.771,399.916,0.8665
1471226.022,399.857,0.8673
1472727.273,399.953,0.8682
1474228.524,400.208,0.8690
1475729.775,399.961,0.8698
1477231.026,400.046,0.8707
1478732.277,400.156,0.8715
1480233.528,400.056,0.8724
1481734.779,399.840,0.8732
1483236.030,399.705,0.8740
1484737.281,399.979,0.8749
1486238.532,399.946,0.8757
1487739.783,399.520,0.8765
1489241.034,399.915,0.8774
1490742.285,400.138,0.8782
1492243.536,400.000,0.8790
1493744.787,399.893,0.8799
1495246.038,400.016,0.8807
1496747.289,400.101,0.8815
1498248.540,400.157,0.8824
1499749.791,399.974,0.8832
1501251.043,399.583,0.8840
1502752.294,400.321,0.8849
1504253.545,399.934,0.8857
1505754.796,399.920,0.8865
1507256.047,400.039,0.8874
1508757.298,400.076,0.8882
1510258.549,400.039,0.8890
1511759.800,399.994,0.8899
1513261.051,400.390,0.8907
1514762.302,400.083,0.8915
1516263.553,399.709,0.8924
1517764.804,399.729,0.8932
1519266.055,399.624,0.8940
1520767.306,400.089,0.8949
1522268.557,400.102,0.8957
1523769.808,399.670,0.8965
1525271.059,400.104,0.8974
1526772.310,399.920,0.8982
1528273.561,400.113,0.8990
1529774.812,400.094,0.8999
1531276.063,400.019,0.9007
1532777.314,400.134,0.9015
1534278.565,400.251,0.9024
1535779.817,399.928,0.9032
1537281.068,400.150,0.9040
1538782.319,400.029,0.9049
1540283.570,399.999,0.9057
1541784.821,399.699,0.9065
1543286.072,399.816,0.9074
1544787.323,399.905,0.9082
1546288.574,399.746,0.9090
1547789.825,399.739,0.9099
1549291.076,399.525,0.9107
1550792.327,399.918,0.9116
1552293.578,399.795,0.9124
1553794.829,399.913,0.9132
1555296.080,400.165,0.9141
1556797.331,399.808,0.9149
1558298.582,399.642,0.9157
1559799.833,399.741,0.9166
1561301.084,400.116,0.9174
1562802.335,399.908,0.9182
1564303.586,399.972,0.9191
1565804.837,399.524,0.9199
1567306.088,399.900,0.9207
1568807.339,400.308,0.9216
1570308.590,400.076,0.9224
1571809.842,400.112,0.9232
1573311.093,399.836,0.9241
1574812.344,400.232,0.9249
1576313.595,400.267,0.9257
1577814.846,399.613,0.9266
1579316.097,399.937,0.9274
1580817.348,400.281,0.9282
1582318.599,400.204,0.9291
1583819.850,399.689,0.9299
1585321.101,399.776,0.9307
1586822.352,399.892,0.9316
1588323.603,400.111,0.9324
1589824.854,400.138,0.9332
1591326.105,399.582,0.9341
1592827.356,399.885,0.9349
1594328.607,400.110,0.9357
1595829.858,399.886,0.9366
1597331.109,400.317,0.9374
1598832.360,399.835,0.9382
1600333.611,399.727,0.9391
1601834.862,399.949,0.9399
1603336.113,400.210,0.9407
1604837.364,399.589,0.9416
1606338.616,399.802,0.9424
1607839.867,399.771,0.9432
1609341.118,399.997,0.9441
1610842.369,400.236,0.9449
1612343.620,399.900,0.9457
1613844.871,400.070,0.9466
1615346.122,399.871,0.9474
1616847.373,400.209,0.9482
1618348.624,400.094,0.9491
1619849.875,400.077,0.9499
1621351.126,400.119,0.9508
1622852.377,399.805,0.9516
1624353.628,399.869,0.9524
1625854.879,399.895,0.9533
1627356.130,399.470,0.9541
1628857.381,399.931,0.9549
1630358.632,400.266,0.9558
1631859.883,399.913,0.9566
1633361.134,399.943,0.9574
1634862.385,400.110,0.9583
1636363.636,400.178,0.9591
1637864.887,400.248,0.9599
1639366.138,400.192,0.9608
1640867.389,400.070,0.9616
1642368.641,400.313,0.9624
1643869.892,400.087,0.9633
1645371.143,400.071,0.9641
1646872.394,399.830,0.9649
1648373.645,399.754,0.9658
1649874.896,399.976,0.9666
1651376.147,399.977,0.9674
1652877.398,400.015,0.9683
1654378.649,400.047,0.9691
1655879.900,400.120,0.9699
1657381.151,399.855,0.9708
1658882.402,400.042,0.9716
1660383.653,399.870,0.9724
1661884.904,399.867,0.9733
1663386.155,400.004,0.9741
1664887.406,400.016,0.9749
1666388.657,400.273,0.9758
1667889.908,399.790,0.9766
1669391.159,400.160,0.9774
1670892.410,400.135,0.9783
1672393.661,399.868,0.9791
1673894.912,399.656,0.9799
1675396.163,400.061,0.9808
1676897.415,400.264,0.9816
1678398.666,399.828,0.9824
1679899.917,399.767,0.9833
1681401.168,399.990,0.9841
1682902.419,399.962,0.9849
1684403.670,400.019,0.9858
1685904.921,399.943,0.9866
1687406.172,399.769,0.9874
1688907.423,399.693,0.9883
1690408.674,400.018,0.9891
1691909.925,400.076,0.9899
1693411.176,400.103,0.9908
1694912.427,400.079,0.9916
1696413.678,400.112,0.9925
1697914.929,400.094,0.9933
1699416.180,399.641,0.9941
1700917.431,399.561,0.9950
1702418.682,400.011,0.9958
1703919.933,399.794,0.9966
1705421.184,400.274,0.9975
1706922.435,400.013,0.9983
1708423.686,399.862,0.9991
1709924.937,400.256,1.0000
1711426.188,400.112,1.0008
1712927.440,399.772,1.0016
1714428.691,400.205,1.0025
1715929.942,400.027,1.0033
1717431.193,400.086,1.0041
1718932.444,400.193,1.0050
1720433.695,400.016,1.0058
1721934.946,399.955,1.0066
1723436.197,399.853,1.0075
1724937.448,400.087,1.0083
1726438.699,399.949,1.0091
1727939.950,399.640,1.0100
1729441.201,399.963,1.0108
1730942.452,399.825,1.0116
1732443.703,400.198,1.0125
1733944.954,400.247,1.0133
1735446.205,399.990,1.0141
1736947.456,400.143,1.0150
1738448.707,399.848,1.0158
1739949.958,400.175,1.0166
1741451.209,399.842,1.0175
1742952.460,400.104,1.0183
1744453.711,399.597,1.0191
1745954.962,399.786,1.0200
1747456.214,399.986,1.0208
1748957.465,400.005,1.0216
1750458.716,400.088,1.0225
1751959.967,399.795,1.0233
1753461.218,399.772,1.0241
1754962.469,400.179,1.0250
1756463.720,400.020,1.0258
1757964.971,399.970,1.0266
1759466.222,400.055,1.0275
1760967.473,400.046,1.0283
1762468.724,399.998,1.0291
1763969.975,399.841,1.0300
1765471.226,399.950,1.0308
1766972.477,400.128,1.0317
1768473.728,400.139,1.0325
1769974.979,399.841,1.0333
1771476.230,399.806,1.0342
1772977.481,399.760,1.0350
1774478.732,399.735,1.0358
1775979.983,400.130,1.0367
1777481.234,400.252,1.0375
1778982.485,400.034,1.0383
1780483.736,400.137,1.0392
1781984.987,399.887,1.0400
1783486.239,399.981,1.0408
1784987.490,399.964,1.0417
1786488.741,400.364,1.0425
1787989.992,400.076,1.0433
1789491.243,400.001,1.0442
1790992.494,400.035,1.0450
1792493.745,399.704,1.0458
1793994.996,400.032,1.0467
1795496.247,399.844,1.0475
1796997.498,400.328,1.0483
1798498.749,399.851,1.0492
1800000.000,399.941,1.0500
